Campaign,Ad Group,Keyword,Match Type,Status
BronxSmokShopCon-02,BronxSmokShopCon-02 - 10458 conquest,licensed cannabis bronx,Phrase,Enabled
BronxSmokShopCon-02,BronxSmokShopCon-02 - 10458 conquest,buy weed in bronx,Phrase,Enabled
BronxSmokShopCon-02,BronxSmokShopCon-02 - 10458 conquest,fordham smoke shop,Phrase,Enabled
BronxSmokShopCon-02,BronxSmokShopCon-02 - 10458 conquest,synthetic,Negative phrase,Enabled
BronxSmokShopCon-02,BronxSmokShopCon-02 - 10458 conquest,k2,Negative phrase,Enabled
BronxSmokShopCon-02,BronxSmokShopCon-02 - 10458 conquest,spice,Negative phrase,Enabled
BronxSmokShopCon-02,BronxSmokShopCon-02 - 10458 conquest,free weed,Negative phrase,Enabled
BronxSmokShopCon-02,BronxSmokShopCon-02 - 10458 conquest,cbd only,Negative phrase,Enabled
BronxSmokShopCon-02,BronxSmokShopCon-02 - 10458 conquest,jobs,Negative phrase,Enabled
BronxSmokShopCon-02,BronxSmokShopCon-02 - 10458 conquest,wholesale,Negative phrase,Enabled
BronxSmokShopCon-02,BronxSmokShopCon-02 - 10458 conquest,medical card,Negative phrase,Enabled
BronxSmokShopCon-02,BronxSmokShopCon-02 - 10458 conquest,online only,Negative phrase,Enabled
BronxSmokShopCon-02,BronxSmokShopCon-02 - 10458 conquest,out of state,Negative phrase,Enabled
BronxSmokShopCon-03,BronxSmokShopCon-03 - 10458 conquest,smoke shop bronx,Exact,Enabled
BronxSmokShopCon-03,BronxSmokShopCon-03 - 10458 conquest,weed delivery 10458,Exact,Enabled
BronxSmokShopCon-03,BronxSmokShopCon-03 - 10458 conquest,licensed dispensary bronx,Exact,Enabled
BronxSmokShopCon-03,BronxSmokShopCon-03 - 10458 conquest,cannabis store 10458,Exact,Enabled
BronxSmokShopCon-03,BronxSmokShopCon-03 - 10458 conquest,bronx cannabis delivery,Exact,Enabled
BronxSmokShopCon-03,BronxSmokShopCon-03 - 10458 conquest,smoke shop near me,Phrase,Enabled
BronxSmokShopCon-03,BronxSmokShopCon-03 - 10458 conquest,where to buy weed bronx,Phrase,Enabled
BronxSmokShopCon-03,BronxSmokShopCon-03 - 10458 conquest,fordham cannabis store,Phrase,Enabled
BronxSmokShopCon-03,BronxSmokShopCon-03 - 10458 conquest,bronx weed delivery,Phrase,Enabled
BronxSmokShopCon-03,BronxSmokShopCon-03 - 10458 conquest,cannabis dispensary bronx,Phrase,Enabled
BronxSmokShopCon-03,BronxSmokShopCon-03 - 10458 conquest,weed shops in bronx,Phrase,Enabled
BronxSmokShopCon-03,BronxSmokShopCon-03 - 10458 conquest,best cannabis bronx,Phrase,Enabled
BronxSmokShopCon-03,BronxSmokShopCon-03 - 10458 conquest,bronx dispensary near me,Phrase,Enabled
BronxSmokShopCon-03,BronxSmokShopCon-03 - 10458 conquest,cannabis store near 10458,Phrase,Enabled
BronxSmokShopCon-03,BronxSmokShopCon-03 - 10458 conquest,licensed cannabis bronx,Phrase,Enabled
BronxSmokShopCon-03,BronxSmokShopCon-03 - 10458 conquest,buy weed in bronx,Phrase,Enabled
BronxSmokShopCon-03,BronxSmokShopCon-03 - 10458 conquest,fordham smoke shop,Phrase,Enabled
BronxSmokShopCon-03,BronxSmokShopCon-03 - 10458 conquest,synthetic,Negative phrase,Enabled
BronxSmokShopCon-03,BronxSmokShopCon-03 - 10458 conquest,k2,Negative phrase,Enabled
BronxSmokShopCon-03,BronxSmokShopCon-03 - 10458 conquest,spice,Negative phrase,Enabled
BronxSmokShopCon-03,BronxSmokShopCon-03 - 10458 conquest,free weed,Negative phrase,Enabled
BronxSmokShopCon-03,BronxSmokShopCon-03 - 10458 conquest,cbd only,Negative phrase,Enabled
BronxSmokShopCon-03,BronxSmokShopCon-03 - 10458 conquest,jobs,Negative phrase,Enabled
BronxSmokShopCon-03,BronxSmokShopCon-03 - 10458 conquest,wholesale,Negative phrase,Enabled
BronxSmokShopCon-03,BronxSmokShopCon-03 - 10458 conquest,medical card,Negative phrase,Enabled
BronxSmokShopCon-03,BronxSmokShopCon-03 - 10458 conquest,online only,Negative phrase,Enabled
BronxSmokShopCon-03,BronxSmokShopCon-03 - 10458 conquest,out of state,Negative phrase,Enabled
